Name,Address,City,State,Phone,Web Address,Street Address,Service,Type,Zip
LifeLong Street Medicine Van #3,2730 Adeline St,Oakland,CA,510-981-4177,,2344 6th St,Primary Care,Free,94607
Lake Monticello Family Practice @ McCrorey-Liston,1978 State Highway 215 S,Blair,SC,803-635-9490,,169 Laurelhurst Ave,Primary Care,Free,29015
Promise CHC Rock Valley Schools,1712 20th Ave,Rock Valley,IA,712-722-1700,,33 4th St NW,Primary Care,Free,51247
"UNITED MEDICAL CENTERS, INC.",2525 N Veterans Blvd,Eagle Pass,TX,830-773-5358,www.umchealth.com,2525 N Veterans Blvd,Primary Care,Free,78852
United Health Centers Fresno Church,5090 E Church Ave,Fresno,CA,559-646-6618 x0010,www.unitedhealthcenters.org,3875 W Beechwood Ave,Primary Care,Free,93725
VNA Health Care- Joliet,1501 W Jefferson St,Joliet,IL,630-978-2532,www.vnahealth.com,400 N Highland Ave,Primary Care,Free,60435
ARcare - 037,105 N 1st St,Augusta,AR,870-347-2534,arcare.net,117 S 2nd St,Primary Care,Free,72006
Clover Fork School Based Health at Black Mountain Elementary,1555 Highway 215,Evarts,KY,606-837-2214,,101 CHAD STREET,Primary Care,Free,40828
One Health - West Yellowstone,440 Yellowstone Avenue,West Yellowstone,MT,406-282-0450,,10 4th St W STE B,Primary Care,Free,59758
Falcon Hill Elementary School,1645 N Sterling,Mesa,AZ,480-472-0200,,3877 North 7th Street,Primary Care,Free,85207
Hilsman School-Based Clinic,870 Gaines School Rd,Athens,GA,706-850-9041,,675 College Ave,Primary Care,Free,30605
219 Health Network Inc.,1400 S Lake Park Ave STE 407,Hobart,IN,219-392-7025,,100 W CHICAGO AVE STE F,Primary Care,Free,46342
CommUnityCare Mobile Unit 1,7112 Ed Bluestein Blvd,Austin,TX,512-978-9015,,1111 E Cesar Chavez St,Primary Care,Free,78723
Clarity Healthcare,301 W Martin St,Cairo,MO,573-603-1460,,900 E Laharpe St,Primary Care,Free,65239
First Choice @ Howell Cheney Technical High School,791 Middle Tpke W,Manchester,CT,860-528-1359 x183,www.firstchc.org,94 Connecticut Blvd,Primary Care,Free,06040
Ontonagon Family Health Center,751 S 7th St,Ontonagon,MI,906-884-4120,www.uglhealth.org,135 M-35,Primary Care,Free,49953
Duval Middle School Health Center,5304 Straight Frk,Griffithsville,WV,304-524-9241,swvhs.org,7400 Lynn Ave,Primary Care,Free,25521
TECHE ACTION CLINIC--Administrative Location,1100 Weber St,Franklin,LA,337-828-2550,www.tabhealth.org,1115 Weber St,Primary Care,Free,70538
HealthSource Eastgate Pediatrics,4627 Aicholtz Rd,Cincinnati,OH,513-753-2820,www.healthsourceofohio.com,424 Wards Corner Rd STE 200,Primary Care,Free,45244
Community Healthcare Center - Phyllis Hiraki Dental Clinic,110 Lee St,Wichita Falls,TX,940-766-6306,chcwf.com,200 Mlk Jr Blvd,Primary Care,Free,76301
"MENDOCINO COAST CLINICS, INC.",205 South St,Fort Bragg,CA,707-964-1251,www.mendocinocoastclinics.org,205 South St,Primary Care,Free,95437
San Jacinto Preschool,257 S Grand Army Ave,San Jacinto,CA,951-216-6100,,215 S Hickory St,Primary Care,Free,92583
Venice Family Clinic - Sandy Segal Youth Health Center,4401 Elenda St,Culver City,CA,310-392-8630,,604 Rose Ave,Primary Care,Free,90230
GOSHEN MEDICAL CENTER - MOREHEAD CITY,202 Penny Ln,Morehead City,NC,252-515-3633,,412 SW Center St,Primary Care,Free,28557
HomePlace Clinic - Prestonsburg,456 S Lake Dr,Prestonsburg,KY,606-886-4346,www.mtcomp.org,104 S Front Ave,Primary Care,Free,41653
NorthLakes Eau Claire - Clairemont Avenue,1002 W Clairemont Ave,Eau Claire,WI,888-834-4551,,7665 US Highway 2,Primary Care,Free,54701
Mobile Coach,16 W Long St,Columbus,OH,614-225-0990,http://www.southeastinc.com/foh.php,16 W Long St,Primary Care,Free,43215
Carolina Community Pharmacy NW,577 Bypass 72 NW,Greenwood,SC,864-889-9300,www.carolinahealthcenters.org,313 Main St,Primary Care,Free,29649
Bowen Elementary School Based Health,5099 Campton Rd,Stanton,KY,859-404-7686,,236 W Main St,Primary Care,Free,40380
Santa Cruz Women's Health Center,250 Locust St,Santa Cruz,CA,831-427-3582,,125 Water St STE B,Primary Care,Free,95060
Tyler Family Circle of Care - Admin Office Houston St.,208 E Houston St,Tyler,TX,903-606-2627,www.tylercircleofcare.org,523 S Fannin Ave,Primary Care,Free,75702
Recuperative Care Center-Salt Air Lodge,510 Leibrandt Ave,Santa Cruz,CA,831-454-2080,,1080 Emeline Ave,Primary Care,Free,95060
SCHOOL HEALTH CLINIC AT LUBEC,44 South St,Lubec,ME,207-733-2432,www.rmcl.org,43 S Lubec Rd,Primary Care,Free,04652
Keystone Vaccine/Education Center,100 Chambers Hill Dr STE 102,Chambersburg,PA,717-709-7900 x7950,,"111 Chambers Hill Dr, Suite 200",Primary Care,Free,17201
Cardozo Student Health Center,1200 Clifton St NW,Washington,DC,202-469-4699,www.unityhealthcare.org,1100 New Jersey Ave SE,Primary Care,Free,20009
Convenient Care Community Clinic,1131 Main St,Alamosa,CO,719-589-2562,www.vwhs.org,128 Market St,Primary Care,Free,81101
"Florida Community Health Centers, Inc.  - Pahokee",170 S Barfield Hwy STE 103,Pahokee,FL,561-924-6100,www.fchcinc.org,5827 Corporate Way STE 100,Primary Care,Free,33476
East Grant Community Health Center,9465 Highway 165,Pollock,LA,318-648-0375,www.winnchc.org,431 W Lafayette St,Primary Care,Free,71467
Rapides Community Health Center,2200 N Bolton Ave,Alexandria,LA,318-648-0375,www.winnchc.org,431 W Lafayette St,Primary Care,Free,71303
FamilyCare Health Center - OB/GYN & Birth Center,108 Washington St W STE 201,Charleston,WV,304-757-6999,www.familycarewv.org,"97 Great Teays Blvd, Ste 6",Primary Care,Free,25302
CENTROMED MARIA CASTRO FLORES CLINIC,7315 S Loop 1604 W,Von Ormy,TX,210-922-7000,www.centromedsa.com,3750 Commercial Ave,Primary Care,Free,78073
Valencia Elementary School Based Dental,1415 S Globe Ave,Portales,NM,575-356-7090,www.lacasahealth.com,1515 W Fir St,Primary Care,Free,88130
Open Door 2 Church Street,2 Church St,Ossining,NY,914-502-1452,,165 Main St,Primary Care,Free,10562
Northeast Community Clinic,1414 S Grand Ave STE 380,Los Angeles,CA,213-743-9000,www.necc.net,2550 W MAIN ST STE 301,Primary Care,Free,90015
Heart of Florida Health Center Main Location,2553 E Silver Springs Blvd,Ocala,FL,352-732-6599,www.myhfhc.org,2553 E Silver Springs Blvd,Primary Care,Free,34470
Mobile Dental Unit,3450 Duck Creek Road,Billings,MT,800-813-4492,https://www.agworker.org,"3318 3rd Ave N, Ste 200",Primary Care,Free,59101
NORTH EAST MEDICAL SERVICES - POLK,650 Polk St,San Francisco,CA,415-391-9686,www.nems.org,"2171 Junipero Serra Blvd, Apt 7",Primary Care,Free,94102
Gravenstein South,652 Petaluma Ave STE C-F,Sebastopol,CA,707-869-5977,,16312 3rd St,Primary Care,Free,95472
PMS - WESTERN NM MED GRP-BH - GALLUP,2025 E Aztec Ave,Gallup,NM,505-863-3828,www.pms-inc.org,1422 Paseo De Peralta,Primary Care,Free,87301
TFHC#31 - Sligh Avenue,6216 E Sligh Ave,Tampa,FL,813-866-0930,,302 W Fletcher Ave,Primary Care,Free,33617
In-Tech Academy (MS/High School 368),2975 Tibbett Ave,Bronx,NY,718-483-1270,,85 W Burnside Ave,Primary Care,Free,10463
Mobile Health Van,716 Tod Ave SW,Warren,OH,330-373-0222,,726 Wick Ave,Primary Care,Free,44485
Heritage Health SMCO,2205 N Ironwood Pl,Coeur D Alene,ID,208-664-8347,www.myheritagehealth.org,1090 W Park Pl,Primary Care,Free,83814
SIU Center for Family Medicine-Pittsfield,606 W Adams St,Pittsfield,IL,217-285-4407,,801 N Rutledge St,Primary Care,Free,62363
Mobile Medical Unit #3,5280 Tex Oak Ave,Dallas,TX,214-590-0153,http://www.parklandhospital.com/phhs/homeless-outreach.aspx,5200 Harry Hines Blvd,Primary Care,Free,75235
Cannon County Health Department/Community Health Center,106 Alexander Dr,Woodbury,TN,615-563-4243,,710 James Robertson Pkwy,Primary Care,Free,37190
VNA Health Care - Villa Park,101 E Saint Charles Rd FL 2,Villa Park,IL,630-892-4355,,400 N Highland Ave,Primary Care,Free,60181
Amoskeag Health at Hillside Middle School,112 Reservoir Ave RM 243A,Manchester,NH,603-626-9500,,145 Hollis St,Primary Care,Free,03104
Mobile Unit,15921 Boundary Dr,Ashland,MS,662-224-8951,,15921 Boundary Dr,Primary Care,Free,38603
Oak Hill Elementary School,1820 Oak Hill Dr RM Mpr,Escondido,CA,760-520-8300,,215 S Hickory St,Primary Care,Free,92027
PS 15 School-Based Health Center,71 Sullivan St,Brooklyn,NY,718-788-6572,https://nyulangone.org/locations/family-health-centers-at-nyu-langone/school-health-program-family-health-centers-at-nyu-langone,150 55th St,Primary Care,Free,11231
"Regional Health Care Affiliates, Inc. dba. Health First Community Health Center- Clay",140 Veterans Memorial Ave,Clay,KY,270-664-2526,,121 E Main St,Primary Care,Free,42404
JASPER MEDICAL/DENTAL CLINIC,309 N Pine Ave,Heidelberg,MS,601-787-3464,www.outreachhs.org,130 N High St,Primary Care,Free,39439
KMHA Medical Billing and Quality Office,150 E Main St,Hazard,KY,606-487-9505,,279 E Main St,Primary Care,Free,41701
LINCOLN COMMUNITY HEALTH CENTER - LINCOLN CITY,4422 NE Devils Lake Blvd,Lincoln City,OR,541-557-2700,http://www.co.lincoln.or.us/,36 SW Nye St,Primary Care,Free,97367
Camden Family Health - Ansted,101 Florence St,Ansted,WV,304-226-5725 x131,,10003 Webster Rd,Primary Care,Free,25812
Triad Health Systems-Owen County,1005 Highway 22 E,Owenton,KY,859-567-1591,https://www.facebook.com/pages/Triad-Health-Systems-Warsaw-KY/195289817234115,441 US Highway 42 W,Primary Care,Free,40359
Care Clinic Park County,548 Front St,Fairplay,CO,970-668-4055,summitclinic.org,360 Peak One Dr STE 100,Primary Care,Free,80440
Moody Elementary School SBHC,300 Country Club Rd,Middletown,CT,860-347-2561,,635 Main St,Primary Care,Free,06457
HealthLinc Corporate,2401 Valley Dr,Valparaiso,IN,219-413-5100,healthlincchc.org,2401 Valley Dr,Primary Care,Free,46383
NHS North End Health Center,1000 5th Ave,Saint Joseph,MO,816-233-3338,,2303 Village Dr,Primary Care,Free,64505
SOUTHEAST HEALTH CENTER,13301 Miles Ave,Cleveland,OH,216-751-3100,www.neonhealth.org,4800 Payne Ave,Primary Care,Free,44105
Murfreesboro Primay Care,305 Beechwood Boulevard,Murfreesboro,NC,252-398-3638,,120 Health Center Dr,Primary Care,Free,27855
Behavioral Health at Inside Out Youth Services,516 W Colorado Ave,Colorado Springs,CO,719-632-5700,www.peakvista.org,"3205 N Academy Blvd, Ste 130",Primary Care,Free,80905
Tilghman Elementary School,21374 Foster Ave,Tilghman,MD,410-886-2391,,301 Randolph St,Primary Care,Free,21671
Shore Road Sports Therapy and Rehabilitation,9000 Shore Rd,Brooklyn,NY,718-821-2945,www.lmcmc.com,150 55th St,Primary Care,Free,11209
Ryan Health | Frederick Douglass,2381 Frederick Douglass Blvd,New York,NY,212-749-1820,www.ryancenter.org,110 W 97th St,Primary Care,Free,10027
Athens WIC Clinic,215 Columbus Rd STE 106,Athens,OH,740-677-4002,www.hopewellhealth.org,1049 Western Ave,Primary Care,Free,45701
DUBOIS MEDICAL CLINIC,5647 US Highway 26,Dubois,WY,307-455-2516,www.chccw.org,5000 Blackmore Rd,Primary Care,Free,82513
ALIVIO MEDICAL CENTER,2355 S Western Ave,Chicago,IL,773-254-1400,,966 W 21st St,Primary Care,Free,60608
Kid's Health - IC Schools,149 Chieftain Cir,Ocilla,GA,229-468-9166,,204 E 4th St,Primary Care,Free,31774
AtlantiCare Health Services-FQHC Internal Medicine Specialty Clinic,1401 Atlantic Ave STE 2600,Atlantic City,NJ,609-441-2104,,2500 English Creek Ave STE 501,Primary Care,Free,08401
AltaMed Dental Group at El Sol Science and Arts Academy of Santa Ana,1010 N Broadway,Santa Ana,CA,888-499-9303,www.altamed.org,2040 Camfield Ave,Primary Care,Free,92701
Elica Health Centers - V Street Medical Center,923 V St,Sacramento,CA,916-454-2345,,155 15th St # A,Primary Care,Free,95818
MHC Dental Clinic,23 Fayette St,Martinsville,VA,276-403-5099,,29 Jones St,Primary Care,Free,24112
Goleta Neighborhood Clinic,5580 Calle Real,Goleta,CA,805-617-7850,www.sbclinics.org,414 E Cota St FL 1,Primary Care,Free,93111
Arlington Clinic,326 S Stillaguamish Ave,Arlington,WA,360-572-5400,,8609 Evergreen Way,Primary Care,Free,98223
Mountain Community Health,61 Pine St BLDG 4,Bristol,VT,802-453-3911,http://www.mchvt.org,"61 Pine St, Ste 400",Primary Care,Free,05443
AltaMed PACE - East Los Angeles,5425 Pomona Blvd,Los Angeles,CA,888-499-9303,www.altamed.org,2040 Camfield Ave,Primary Care,Free,90022
P.S. 48,1290 Spofford Ave,Bronx,NY,718-860-1933,www.urbanhealthplan.org,1065 Southern Blvd,Primary Care,Free,10474
Amoskeag Health at MST,100 Gerald Connors Cir RM E107,Manchester,NH,603-626-9500,www.amoskeaghealth.org,145 Hollis St,Primary Care,Free,03103
Ensley Health Center,417 19th Street Ensley,Birmingham,AL,205-783-9300,www.alabamaarms.org,712 25th St N,Primary Care,Free,35218
Wellness Pointe - Longview ISD High School,201 E Loop 281,Longview,TX,903-758-2610,www.wellnesspointe.org,1107 E Marshall Av,Primary Care,Free,75605
Eisner Health Administrative Site - 1414 S. Grand Ste 140,1414 S Grand Ave STE 140,Los Angeles,CA,213-747-5542,,1530 S Olive St,Primary Care,Free,90015
Mosaic Health Rushville,2 Rubin Dr,Rushville,NY,585-554-4400,,1 S Washington St,Primary Care,Free,14544
PROJECT VIDA HEALTH CENTER,3607 Rivera Ave,El Paso,TX,915-533-7057 x207,http://www.projectvidaelpaso.org/,3607 Rivera Ave,Primary Care,Free,79905
SCHC Project HOPE Med/dent mobile II,1035 Placer St,Redding,CA,530-636-6157,www.shastahealth.org,1035 Placer St,Primary Care,Free,96001
Samuel U. Rodgers Health Center Clay County Family Medicine & Dental,800 Haines,Liberty,MO,816-595-4200,www.rodgershealth.org,825 Euclid Ave,Primary Care,Free,64068
Macoupin County Maple Street Clinic,109 E Maple St,Gillespie,IL,217-839-1526,www.mcphd.net,205 Oakland Ave,Primary Care,Free,62033
Mobile Health Clinic #8,40910 Fremont Blvd,Fremont,CA,760-902-5249,,40910 Fremont Blvd,Primary Care,Free,94538
Valley Vista,23 Upper Pln,Bradford,VT,802-222-5201,www.littlerivers.org,4628 Main St S,Primary Care,Free,05033
Bowen Center Whitley,1259 E State Road 205,Columbia City,IN,260-248-8176,,2621 E Jefferson St,Primary Care,Free,46725
Charlotte Community Health Clinic,"8401 Medical Plaza Dr, Ste 300",Charlotte,NC,704-316-6561,http://charlottecommunityhealthclinic.org/,"8401 Medical Plaza Dr, Ste 300",Primary Care,Free,28262
Camden Family Health - Summersville Admin,412 Main St,Summersville,WV,304-872-1663,,10003 Webster Rd,Primary Care,Free,26651
Mountainlands Family Health Center Vernal Dental Clinic,133 S 500 E,Vernal,UT,435-247-1177,,589 S State St,Primary Care,Free,84078
Rock Cave Elementary School Wellness Center,12292 WV-20,Rock Cave,WV,304-924-6262,,78 Queens Alley Rd,Primary Care,Free,26234
Jane Pauley Community Health Center at Alexandria-Monroe Intermediate School,308 W 11th St RM G-1,Alexandria,IN,844-695-7242,www.janepauleychc.com,1503 N Mitthoefer Rd,Primary Care,Free,46001
CommUnityCare Austin Resource Center for the Homeless,500 E 7th St,Austin,TX,512-978-9920,http://www.communitycaretx.org,1111 E Cesar Chavez St,Primary Care,Free,78701
Yakutat Tlingit Tribe,716 W Ocean Cape Rd,Yakutat,AK,907-784-3275 x23,none,606 Forest Highway No 10,Primary Care,Free,99689
Sunrise Cesar Chavez Outreach Program,2930 11th Ave,Evans,CO,970-395-1102,sunrisecommunityhealth.org,2930 11th Ave,Primary Care,Free,80620
LeGrande Healthy Kids Clinic,70 Legrande School Rd,Horse Cave,KY,270-786-2746,www.cumberlandfamilymedical.com,"360 Keen St, Ste 500",Primary Care,Free,42749
Wilcox Technical High School SBHC,298 Oregon Rd,Meriden,CT,860-347-6971,,635 Main St,Primary Care,Free,06451
Bismark R-5 School District,165 Campus Dr RM 199,Bismarck,MO,573-438-9355,,1 Southtowne Dr,Primary Care,Free,63624
BORREGO HEALTH SPECIALTY CARE CENTER,12520 Palm Dr,Desert Hot Springs,CA,760-676-5800,borregomedical.org,1695 N Sunrise Way,Primary Care,Free,92240
CPACS Cosmo Health Center Dental,6185 Buford Hwy STE A,Peachtree Corners,GA,770-674-7980,https://cpacscosmo.org/,3510 Shallowford Rd NE,Primary Care,Free,30071
Maternal and Child Health Center Parking Lot,545 W 51st Pl,Hialeah,FL,305-825-0300,www.citrushealth.org,4175 W 20th Ave,Primary Care,Free,33012
Oak Orchard Health at Medina,911 W Center St,Medina,NY,585-637-3905,https://oakorchardhealth.org/,300 West Ave,Primary Care,Free,14103
ODA Primary Health Care Network,74 Wallabout St,Brooklyn,NY,718-260-4600,,14 Heyward St,Primary Care,Free,11249
Wirt County Primary School,426 School View St,Elizabeth,WV,304-275-3977,,483 Court St,Primary Care,Free,26143
Birmingham Clinic / Program for Health Care to Underserved Populations,1515 Locust St,Pittsburgh,PA,412-246-3053,,7227 Hamilton Ave,Primary Care,Free,15219
Kiamichi Family Medical Center - Hugo,3004 E Jackson St,Hugo,OK,580-326-9555,,6026 Battiest Pickens Rd,Primary Care,Free,74743
UC IRVINE MOBILE MEDICINE UNIT,800 N Main St,Santa Ana,CA,714-480-2443,http://www.ucirvinehealth.org/locations/santa-ana/family-health-center-santa-ana/,160 ALDRICH HALL,Primary Care,Free,92701
LCHC @ Longfellow - MH,819 Kentucky Ave,Sheboygan,WI,920-459-3580,,1721 Saemann Ave,Primary Care,Free,53081
NIPOMO COMMUNITY MEDICAL CENTER,150 Tejas Pl,Nipomo,CA,805-929-3211,WWW.CHCCC.ORG,150 Tejas Pl,Primary Care,Free,93444
RHN Dental - Key West,3706 N Roosevelt Blvd,Key West,FL,305-517-6613 x307,,3706 N Roosevelt Blvd STE C,Primary Care,Free,33040
Chamberlain Elementary School SBHC,120 Newington Ave,New Britain,CT,860-832-5691,,635 Main St,Primary Care,Free,06051
HealthSource Loveland,6535 Charles Snider Rd,Loveland,OH,513-575-1444,www.healthsourceofohio.com,424 Wards Corner Rd STE 200,Primary Care,Free,45140
Valley View Healthy Kids Clinic,701 Hawkins Dr,Elizabethtown,KY,270-769-2359,www.cumberlandfamilymedical.com,"360 Keen St, Ste 500",Primary Care,Free,42701
STRIDE CHC  -  Oneida,2255 S Oneida St,Denver,CO,303-761-1977,www.stridechc.org,7495 W 29th Ave,Primary Care,Free,80224
Palomino Health Center,16251 North Cave Creek Road,Phoenix,AZ,480-882-4545,,7500 North Dreamy Draw Drive,Primary Care,Free,85032
"COMMUNITY HEALTH CENTERS, INC.",110 S Woodland St,Winter Garden,FL,407-905-8827,WWW.CHCFL.ORG,110 S Woodland St,Primary Care,Free,34787
Family Health Center at Elgin,711 W 10th St,Elgin,TX,512-229-3334,,228 St George St,Primary Care,Free,78621
Sun Life Health - Oracle Family Practice,1040 W American Ave,Oracle,AZ,520-896-2902,,865 North Arizola Road,Primary Care,Free,85623
WOODWARD CORRIDOR FAMILY MEDICAL CENTER,611 Martin Luther King Jr Blvd,Detroit,MI,313-832-6300,www.dchcquality.org,13901 E Jefferson Ave,Primary Care,Free,48201
HopeHealth Lake City- Sauls Street,148 Sauls St STE A,Lake City,SC,843-394-1051,,360 N Irby St,Primary Care,Free,29560
CHCRR Pediatrics,1 General Wing Rd,Rutland,VT,802-773-9131,,275 Route 30 N,Primary Care,Free,05701
BLOUNT COUNTY QUALITY HEALTH CARE,1000 Lincoln Ave,Oneonta,AL,205-274-9799,www.qolhs.org,1411 Piedmont Cutoff,Primary Care,Free,35121
Mobile Medical Unit,680 S Rock Blvd,Reno,NV,775-329-6300,www.chanevada.org,680 S Rock Blvd,Primary Care,Free,89502
TFHC #37 - Hillsborough,12085 W Hillsborough Ave,Tampa,FL,813-852-5270,,302 W Fletcher Ave,Primary Care,Free,33635
MBCHC North Suite 207,"11645 Biscayne Blvd, Ste 207",Miami,FL,305-538-8835,MiamiBeachHealth.org,710 Alton Rd,Primary Care,Free,33181
"Oconee Valley Healthcare, Inc. Wellness Center",1040 Park Dr,Greensboro,GA,706-453-1201,,803 S Main St,Primary Care,Free,30642
Nathan Hale Ray High School SBHC,15 School Rd,Moodus,CT,860-873-5081,,635 Main St,Primary Care,Free,06469
Clarity Healthcare,639 York St,Quincy,IL,217-222-6277,www.pfh.org,900 E Laharpe St,Primary Care,Free,62301
"Howard Brown Health 63rd Street, Oral Health Services",641 W 63rd St Bsmt,Chicago,IL,773-388-1600,,4025 N Sheridan Rd,Primary Care,Free,60621
"Migrant Health Center, Western Region, Inc. MayagUez",392 Calle Dr Ramon E Betances S,Mayaguez,PR,787-805-2900,www.migrantspr.com,491 Calle Dr Ramon E Betances S,Primary Care,Free,00680
White House Clinic - Berea,104 Legacy Dr,Berea,KY,859-986-2323,www.whitehouseclinics.com,401 Highland Park Dr,Primary Care,Free,40403
BAILEYTON MEDICAL CENTER,580 Van Hill Rd,Greeneville,TN,423-234-1020,www.rhsctn.com,4966 Highway 11w,Primary Care,Free,37745
Iberville Elementary School SBHC,58650 Iron Farm Rd,Plaquemine,LA,504-575-3700,http://accesshealthla.org,2900 Indiana Ave,Primary Care,Free,70764
FREEDOM HOUSE,2997 Saint Anthony Dr,Green Bay,WI,920-406-2956,www.newcommunityclinic.org,610 N Broadway,Primary Care,Free,54311
Great Lakes Bay Health Centers Wolverine Vassar #2,955 Commerce Dr,Vassar,MI,989-823-2638,https://www.greatlakesbayhealthcenters.org/,501 Lapeer Ave,Primary Care,Free,48768
Bridge Community Health Clinic - Behavioral Health Merrill,726 E 2nd St,Merrill,WI,715-675-3458,,1810 N 2nd St,Primary Care,Free,54452
Community Action Health Center Kenedy,139 N Main St,Sarita,TX,361-666-5632,,204 E 1st St,Primary Care,Free,78385
San Ysidro Health Heritage Park Pediatrics,"1392 E Palomar St, Suite 501",Chula Vista,CA,619-662-4100,,1601 Precision Park Ln,Primary Care,Free,91913
PIKE FAMILY HEALTH CENTER,750 Route 739,Hawley,PA,570-775-7100,WMH.org/WMCHC,601 Park St,Primary Care,Free,18428
Pahoa Women and Children's Health Center,15-2866 Pahoa Village Rd,Pahoa,HI,808-333-3600,,75-5751 Kuakini Hwy,Primary Care,Free,96778
CLINICA SIERRA VISTA - Elm Community Health Center,2740 S Elm Ave,Fresno,CA,559-457-5200,www.clinicasierravista.org,"1430 Truxtun Ave, Ste 400",Primary Care,Free,93706
Valley Family Health Care - Emmett Medical Clinic,207 E 12th St,Emmett,ID,208-365-1065,www.vfhc.org,1441 NE 10th Ave,Primary Care,Free,83617
North Side Christian Health Center at Northview,525 Mount Pleasant Rd,Pittsburgh,PA,412-322-7500,www.nschc.org,816 Middle St,Primary Care,Free,15214
Henry E S Reeves Elementary,2005 NW 111th St,Miami,FL,305-953-7243,www.jtchs.org,5607 NW 27th Ave,Primary Care,Free,33167
Flagler Main Site,3733 W Flagler St,Miami,FL,305-774-3400,www.banyanhealth.org,2300 NW 89th Pl,Primary Care,Free,33134
ELIM CLINIC,#1 Clinic Rd,Elim,AK,907-890-3311,WWW.NORTONSOUNDHEALTH.ORG,1000 Greg Kruscheck Ave,Primary Care,Free,99739
RIVERSIDE HEALTH CENTER,"1 Warrior Way, Ste 103",Belle,WV,304-949-3591,www.cabincreekhealth.com,104 Alex Ln,Primary Care,Free,25015
CFHC Winter Haven Women and Children,201 Magnolia Ave SW,Winter Haven,FL,863-229-7950,http://www.cfhconline.org/,47 5th St NW,Primary Care,Free,33880
Clarks Point Village Clinic,49 Main Street,Clarks Point,AK,907-246-1406,,6000 Kanakanak Rd,Primary Care,Free,99569
Thundermist Woonsocket,450 Clinton St,Woonsocket,RI,401-767-4100,www.thundermisthealth.org,171 Service Ave,Primary Care,Free,02895
Lone Star Circle of Care at Ben White Health Clinic,"1221 W Ben White Blvd, #B",Austin,TX,877-800-5722,www.lonestarcares.org,205 E University Ave STE 200,Primary Care,Free,78704
RHCHC Gateway Center High School,907 Gateway Dr,Ottumwa,IA,641-684-6979,,201 S Market St,Primary Care,Free,52501
Hurtt Family Health Clinic - Pediatric Mobile Clinic 2,1 Hope Dr,Tustin,CA,714-240-2070,,1 Hope Dr,Primary Care,Free,92782
MCMC Mobile Clinic,210 Government Rd,Mattawa,WA,509-932-4499,,210 Government Rd,Primary Care,Free,99349
GVHC -  Planada,9235 E Broadway St,Planada,CA,209-382-0253,www.gvhc.org,737 W Childs Ave,Primary Care,Free,95365
Amoskeag Health at 145 Hollis Street,145 Hollis St,Manchester,NH,603-626-9500,www.amoskeaghealth.org,145 Hollis St,Primary Care,Free,03101
Pike Central Middle School,1814 E State Road 56,Petersburg,IN,812-354-8478,,1027 WASHINGTON AVE STE B,Primary Care,Free,47567
FARRINGTON MIDDLE SCHOOL,4326 Patricia St,Indianapolis,IN,317-226-4194,www.shalom-hcc.org,3400 Lafayette Rd STE 200,Primary Care,Free,46222
VALLEY HEALTH - HIGHLAWN,2585 3rd Ave,Huntington,WV,304-525-3334,www.valleyhealth.org,3377 US Route 60,Primary Care,Free,25703
CCS Behavioral at CMCC,1250 Turner St,Auburn,ME,207-755-5100,,57 BIRCH ST STE 201,Primary Care,Free,04210
HealthFirst - Canaan,18 Roberts Rd,Canaan,NH,603-425-4343,,841 Central St,Primary Care,Free,03741
Allen Pond Community Health Center,71 Allen St STE 403,Rutland,VT,802-772-7992,,275 Route 30 N,Primary Care,Free,05701
High Point Elementary School,14091 Sinking Creek Rd,Bristol,VA,276-642-5600,,319 5th Ave,Primary Care,Free,24202
Main Clinic,350 Pine St,Rapid City,SD,605-721-8939,,350 Pine St,Primary Care,Free,57701
Delhi Community Health Center,501 Broadway St,Delhi,LA,318-878-6650,www.dchc-delhi.com,407 Cincinnati St,Primary Care,Free,71232
Family HealthCare Network - Visalia Court,536 N Court St,Visalia,CA,559-737-4700,www.fhcn.org,305 E Center Ave,Primary Care,Free,93291
"Cornell Scott-Hill Health Center at  "" Q ""  House 1st Floor",197 Dixwell Ave,New Haven,CT,203-503-3000,http://www.cornellscott.org,400 Columbus Ave,Primary Care,Free,06511
Vinal Technical High School SBHC,60 Daniels St,Middletown,CT,860-344-7100,www.chc1.com,635 Main St,Primary Care,Free,06457
HCPSC School Based Health at Johnsonville High School,237 S Georgetown Hwy,Johnsonville,SC,843-248-4700,https://hcpsc.org/,1708 Oak St,Primary Care,Free,29555
Heritage Health Administration,"7830 N Meadowlark Way, Ste A",Coeur D Alene,ID,208-620-5200,,1090 W Park Pl,Primary Care,Free,83815
Sea Mar CHC - Vancouver 1601 E Fourth Plain Blvd,1601 E Fourth Plain Blvd,Vancouver,WA,360-397-8484,,1040 S Henderson St,Primary Care,Free,98661
VHP Pediatrics - Plaza Ct.,500 Plaza Ct,East Stroudsburg,PA,570-476-3585,,400 N. 17TH ST. SUITE 300,Primary Care,Free,18301
Adult Behavioral Health,535 S Miranda St,Las Cruces,NM,575-528-1105,www.lcdfnm.org,"385 Calle de Alegra, Suite A",Primary Care,Free,88005
Kintegra at Turning Point Academy,409 W Sumter St,Shelby,NC,704-476-8399,www.kintegra.org,200 East Second Avenue,Primary Care,Free,28150
Family First Health Dental Center at Springwood Road,2003 Springwood Rd,York,PA,717-851-2655,,116 S George St,Primary Care,Free,17403
